No.,Time,Source,Destination,,Time 1,Time 2,Delay ( Time 2 - Time 1 ),,Delay 1,Delay 2,,Jitter ( Delay 2 - Delay 1 )
4959,40.138078,13.107.21.200,192.168.43.73,,40.138078,40.138078,0,,0,0,,0
4960,40.138078,216.239.38.120,192.168.43.73,,40.138078,40.138078,0,,0,0,,0
4961,40.138078,114.125.16.17,192.168.43.73,,40.138078,40.138078,0,,0,0,,0
4962,40.138078,167.71.199.22,192.168.43.73,,40.138078,40.138078,0,,0,0,,0
4963,40.138078,104.40.210.32,192.168.43.73,,40.138078,40.138078,0,,0,0,,0
4964,40.138078,192.241.244.202,192.168.43.73,,40.138078,40.138078,0,,0,0,,0
4965,40.138078,204.79.197.203,192.168.43.73,,40.138078,40.138078,0,,0,0,,0
4966,40.138078,161.35.50.90,192.168.43.73,,40.138078,40.138078,0,,0,0,,0
4967,40.138078,172.217.194.132,192.168.43.73,,40.138078,40.138078,0,,0,0,,0
4968,40.138078,161.35.50.91,192.168.43.73,,40.138078,40.138078,0,,0,0,,0
4969,40.138078,34.237.179.253,192.168.43.73,,40.138078,40.138078,0,,0,0,,0
4970,40.138078,204.79.197.200,192.168.43.73,,40.138078,40.138078,0,,0,0,,0
4971,40.138078,167.71.200.128,192.168.43.73,,40.138078,40.138078,0,,-0.002814,0.002814,,0.005628
4972,40.138078,114.125.16.33,192.168.43.73,,40.138078,40.140892,0.002814,,-0.003723,0.006537,,0.01026
4973,40.140892,68.183.180.131,192.168.43.73,,40.140892,40.147429,0.006537,,0.006537,0,,-0.006537
4974,40.147429,204.79.197.200,192.168.43.73,,40.147429,40.147429,0,,0,0,,0
4975,40.147429,204.79.197.203,192.168.43.73,,40.147429,40.147429,0,,-0.000132,0.000132,,0.000264
4976,40.147429,172.217.194.132,192.168.43.73,,40.147429,40.147561,0.000132,,-8.9E-05,0.000221,,0.00031
4977,40.147561,192.168.43.73,172.217.194.132,,40.147561,40.147782,0.000221,,0.000137,8.4E-05,,-5.3E-05
4978,40.147782,74.125.24.119,192.168.43.73,,40.147782,40.147866,8.4E-05,,-0.000158,0.000242,,0.0004
4979,40.147866,192.168.43.73,74.125.24.119,,40.147866,40.148108,0.000242,,-0.005739,0.005981,,0.01172
4980,40.148108,20.184.57.167,192.168.43.73,,40.148108,40.154089,0.005981,,0.005981,0,,-0.005981
4981,40.154089,13.107.21.200,192.168.43.73,,40.154089,40.154089,0,,-0.141,0.141,,0.282
4982,40.154089,204.79.197.200,192.168.43.73,,40.154089,40.295089,0.141,,0.136975,0.004025,,-0.13295
4983,40.295089,13.88.28.53,192.168.43.73,,40.295089,40.299114,0.004025,,-0.06462,0.068645,,0.133265
4984,40.299114,104.40.210.32,192.168.43.73,,40.299114,40.367759,0.068645,,0.068583,6.2E-05,,-0.068521
4985,40.367759,34.237.179.253,192.168.43.73,,40.367759,40.367821,6.2E-05,,-0.010502,0.010564,,0.021066
4986,40.367821,192.168.43.73,34.237.179.253,,40.367821,40.378385,0.010564,,0.010451,0.000113,,-0.010338
4987,40.378385,54.225.227.202,192.168.43.73,,40.378385,40.378498,0.000113,,-0.098882,0.098995,,0.197877
4988,40.378498,192.168.43.73,54.225.227.202,,40.378498,40.477493,0.098995,,0.09787,0.001125,,-0.096745
4989,40.477493,114.125.16.33,192.168.43.73,,40.477493,40.478618,0.001125,,-0.078891,0.080016,,0.158907
4990,40.478618,192.168.43.73,114.125.16.33,,40.478618,40.558634,0.080016,,0.076207,0.003809,,-0.072398
4993,40.558634,192.168.43.73,46.4.115.44,,40.558634,40.562443,0.003809,,-0.062996,0.066805,,0.129801
4994,40.562443,114.125.16.33,192.168.43.73,,40.562443,40.629248,0.066805,,0.066713,9.2E-05,,-0.066621
4995,40.629248,46.4.115.44,192.168.43.73,,40.629248,40.62934,9.2E-05,,-0.000302,0.000394,,0.000696
4996,40.62934,192.168.43.73,46.4.115.44,,40.62934,40.629734,0.000394,,-0.043223,0.043617,,0.08684
4997,40.629734,192.168.43.73,46.4.115.44,,40.629734,40.673351,0.043617,,-0.29502,0.338637,,0.633657
4998,40.673351,46.4.115.44,192.168.43.73,,40.673351,41.011988,0.338637,,0.2844,0.054237,,-0.230163
5000,41.011988,114.125.16.33,192.168.43.73,,41.011988,41.066225,0.054237,,0.044858,0.009379,,-0.035479
5001,41.066225,192.168.43.73,114.125.16.33,,41.066225,41.075604,0.009379,,0.003344,0.006035,,0.002691
5002,41.075604,46.4.115.44,192.168.43.73,,41.075604,41.081639,0.006035,,0.005985,5E-05,,-0.005935
5003,41.081639,46.4.115.44,192.168.43.73,,41.081639,41.081689,5E-05,,-0.000321,0.000371,,0.000692
5004,41.081689,192.168.43.73,46.4.115.44,,41.081689,41.08206,0.000371,,0.000312,5.9E-05,,-0.000253
5005,41.08206,46.4.115.44,192.168.43.73,,41.08206,41.082119,5.9E-05,,-0.000157,0.000216,,0.000373
5006,41.082119,192.168.43.73,46.4.115.44,,41.082119,41.082335,0.000216,,0.000138,7.8E-05,,-6E-05
5007,41.082335,46.4.115.44,192.168.43.73,,41.082335,41.082413,7.8E-05,,4.1E-05,3.7E-05,,-4E-06
5008,41.082413,46.4.115.44,192.168.43.73,,41.082413,41.08245,3.7E-05,,-0.030542,0.030579,,0.061121
5009,41.08245,192.168.43.73,46.4.115.44,,41.08245,41.113029,0.030579,,-0.011014,0.041593,,0.052607
5010,41.113029,192.168.43.73,46.4.115.44,,41.113029,41.154622,0.041593,,-0.225485,0.267078,,0.492563
5011,41.154622,46.4.115.44,192.168.43.73,,41.154622,41.4217,0.267078,,0.266753,0.000325,,-0.266428
5012,41.4217,46.4.115.44,192.168.43.73,,41.4217,41.422025,0.000325,,-0.059053,0.059378,,0.118431
5013,41.422025,192.168.43.73,46.4.115.44,,41.422025,41.481403,0.059378,,-0.055173,0.114551,,0.169724
5014,41.481403,46.4.115.44,192.168.43.73,,41.481403,41.595954,0.114551,,0.03468,0.079871,,0.045191
5015,41.595954,192.168.43.73,151.101.10.248,,41.595954,41.675825,0.079871,,0.078556,0.001315,,-0.077241
5016,41.675825,46.4.115.44,192.168.43.73,,41.675825,41.67714,0.001315,,0.001261,5.4E-05,,-0.001207
5017,41.67714,46.4.115.44,192.168.43.73,,41.67714,41.677194,5.4E-05,,-0.004696,0.00475,,0.009446
5018,41.677194,192.168.43.73,46.4.115.44,,41.677194,41.681944,0.00475,,0.004697,5.3E-05,,-0.004644
5019,41.681944,46.4.115.44,192.168.43.73,,41.681944,41.681997,5.3E-05,,-0.000452,0.000505,,0.000957
5020,41.681997,192.168.43.73,46.4.115.44,,41.681997,41.682502,0.000505,,0.000483,2.2E-05,,-0.000461
5021,41.682502,46.4.115.44,192.168.43.73,,41.682502,41.682524,2.2E-05,,-0.000586,0.000608,,0.001194
5022,41.682524,192.168.43.73,46.4.115.44,,41.682524,41.683132,0.000608,,0.000575,3.3E-05,,-0.000542
5023,41.683132,46.4.115.44,192.168.43.73,,41.683132,41.683165,3.3E-05,,-0.00017,0.000203,,0.000373
5024,41.683165,192.168.43.73,46.4.115.44,,41.683165,41.683368,0.000203,,0.000176,2.7E-05,,-0.000149
5025,41.683368,46.4.115.44,192.168.43.73,,41.683368,41.683395,2.7E-05,,-0.000247,0.000274,,0.000521
5026,41.683395,192.168.43.73,46.4.115.44,,41.683395,41.683669,0.000274,,-0.000756,0.00103,,0.001786
5027,41.683669,46.4.115.44,192.168.43.73,,41.683669,41.684699,0.00103,,0.001008,2.2E-05,,-0.000986
5028,41.684699,46.4.115.44,192.168.43.73,,41.684699,41.684721,2.2E-05,,-0.000332,0.000354,,0.000686
5029,41.684721,192.168.43.73,46.4.115.44,,41.684721,41.685075,0.000354,,-0.003906,0.00426,,0.008166
5030,41.685075,151.101.10.248,192.168.43.73,,41.685075,41.689335,0.00426,,0.004226,3.4E-05,,-0.004192
5031,41.689335,151.101.10.248,192.168.43.73,,41.689335,41.689369,3.4E-05,,-0.001015,0.001049,,0.002064
5032,41.689369,192.168.43.73,151.101.10.248,,41.689369,41.690418,0.001049,,-0.24667,0.247719,,0.494389
5033,41.690418,151.101.10.248,192.168.43.73,,41.690418,41.938137,0.247719,,0.247719,0,,-0.247719
5034,41.938137,46.4.115.44,192.168.43.73,,41.938137,41.938137,0,,0,0,,0
5035,41.938137,46.4.115.44,192.168.43.73,,41.938137,41.938137,0,,-9.2E-05,9.2E-05,,0.000184
5036,41.938137,46.4.115.44,192.168.43.73,,41.938137,41.938229,9.2E-05,,-0.000313,0.000405,,0.000718
5037,41.938229,192.168.43.73,46.4.115.44,,41.938229,41.938634,0.000405,,-0.063828,0.064233,,0.128061
5038,41.938634,192.168.43.73,46.4.115.44,,41.938634,42.002867,0.064233,,-0.919756,0.983989,,1.903745
5039,42.002867,46.4.115.44,192.168.43.73,,42.002867,42.986856,0.983989,,0.98383,0.000159,,-0.983671
5040,42.986856,192.168.43.73,96.6.79.78,,42.986856,42.987015,0.000159,,-0.10074,0.100899,,0.201639
5041,42.987015,192.168.43.73,96.6.79.78,,42.987015,43.087914,0.100899,,0.100899,0,,-0.100899
5042,43.087914,96.6.79.78,192.168.43.73,,43.087914,43.087914,0,,-0.010073,0.010073,,0.020146
5043,43.087914,96.6.79.78,192.168.43.73,,43.087914,43.097987,0.010073,,0.010073,0,,-0.010073
5044,43.097987,96.6.79.78,192.168.43.73,,43.097987,43.097987,0,,-5.2E-05,5.2E-05,,0.000104
5045,43.097987,96.6.79.78,192.168.43.73,,43.097987,43.098039,5.2E-05,,-0.010114,0.010166,,0.02028
5046,43.098039,192.168.43.73,96.6.79.78,,43.098039,43.108205,0.010166,,0.010166,0,,-0.010166
5047,43.108205,96.6.79.78,192.168.43.73,,43.108205,43.108205,0,,-4.8E-05,4.8E-05,,9.6E-05
5048,43.108205,96.6.79.78,192.168.43.73,,43.108205,43.108253,4.8E-05,,-5.481873,5.481921,,10.963794
5049,43.108253,192.168.43.73,96.6.79.78,,43.108253,48.590174,5.481921,,5.481857,6.4E-05,,-5.481793
6370,48.590174,117.18.237.29,192.168.43.73,,48.590174,48.590238,6.4E-05,,-11.330283,11.330347,,22.66063
6371,48.590238,192.168.43.73,117.18.237.29,,48.590238,59.920585,11.330347,,11.247383,0.082964,,-11.164419
6909,59.920585,192.168.43.73,34.194.47.159,,59.920585,60.003549,0.082964,,0.0828,0.000164,,-0.082636
7114,60.003549,34.194.47.159,192.168.43.73,,60.003549,60.003713,0.000164,,-0.001685,0.001849,,0.003534
7115,60.003713,192.168.43.73,34.194.47.159,,60.003713,60.005562,0.001849,,-0.154899,0.156748,,0.311647
7116,60.005562,192.168.43.73,34.194.47.159,,60.005562,60.16231,0.156748,,0.156748,0,,-0.156748
7117,60.16231,34.194.47.159,192.168.43.73,,60.16231,60.16231,0,,-0.002032,0.002032,,0.004064
7118,60.16231,34.194.47.159,192.168.43.73,,60.16231,60.164342,0.002032,,-0.083961,0.085993,,0.169954
7120,60.164342,192.168.43.73,34.194.47.159,,60.164342,60.250335,0.085993,,0.084151,0.001842,,-0.082309
7123,60.250335,192.168.43.73,54.84.159.43,,60.250335,60.252177,0.001842,,0.001761,8.1E-05,,-0.00168
7124,60.252177,34.194.47.159,192.168.43.73,,60.252177,60.252258,8.1E-05,,-0.056986,0.057067,,0.114053
7125,60.252258,192.168.43.73,34.194.47.159,,60.252258,60.309325,0.057067,,0.056957,0.00011,,-0.056847
7126,60.309325,54.84.159.43,192.168.43.73,,60.309325,60.309435,0.00011,,-0.000652,0.000762,,0.001414
7127,60.309435,192.168.43.73,54.84.159.43,,60.309435,60.310197,0.000762,,-0.065266,0.066028,,0.131294
7128,60.310197,192.168.43.73,54.84.159.43,,60.310197,60.376225,0.066028,,-0.539118,0.605146,,1.144264
7129,60.376225,54.84.159.43,192.168.43.73,,60.376225,60.981371,0.605146,,0.605146,0,,-0.605146
7385,60.981371,54.84.159.43,192.168.43.73,,60.981371,60.981371,0,,-0.000128,0.000128,,0.000256
7386,60.981371,54.84.159.43,192.168.43.73,,60.981371,60.981499,0.000128,,-0.003799,0.003927,,0.007726
7387,60.981499,192.168.43.73,54.84.159.43,,60.981499,60.985426,0.003927,,-0.052638,0.056565,,0.109203
7388,60.985426,192.168.43.73,54.84.159.43,,60.985426,61.041991,0.056565,,-0.291494,0.348059,,0.639553
7389,61.041991,54.84.159.43,192.168.43.73,,61.041991,61.39005,0.348059,,0.345591,0.002468,,-0.343123
7390,61.39005,54.84.159.43,192.168.43.73,,61.39005,61.392518,0.002468,,-0.041575,0.044043,,0.085618
7391,61.392518,192.168.43.73,54.84.159.43,,61.392518,61.436561,0.044043,,-0.265438,0.309481,,0.574919
7392,61.436561,54.84.159.43,192.168.43.73,,61.436561,61.746042,0.309481,,0.309481,0,,-0.309481
7645,61.746042,54.84.159.43,192.168.43.73,,61.746042,61.746042,0,,-0.000127,0.000127,,0.000254
7646,61.746042,54.84.159.43,192.168.43.73,,61.746042,61.746169,0.000127,,-0.04979,0.049917,,0.099707
7647,61.746169,192.168.43.73,54.84.159.43,,61.746169,61.796086,0.049917,,-0.006348,0.056265,,0.062613
7648,61.796086,192.168.43.73,54.84.159.43,,61.796086,61.852351,0.056265,,-0.300809,0.357074,,0.657883
7649,61.852351,54.84.159.43,192.168.43.73,,61.852351,62.209425,0.357074,,0.356973,0.000101,,-0.356872
7650,62.209425,54.84.159.43,192.168.43.73,,62.209425,62.209526,0.000101,,-7.75824,7.758341,,15.516581
7651,62.209526,192.168.43.73,54.84.159.43,,62.209526,69.967867,7.758341,,7.700661,0.05768,,-7.642981
8055,69.967867,192.168.43.73,204.79.197.219,,69.967867,70.025547,0.05768,,-0.070479,0.128159,,0.198638
8056,70.025547,204.79.197.219,192.168.43.73,,70.025547,70.153706,0.128159,,0.078141,0.050018,,-0.028123
8057,70.153706,192.168.43.73,104.69.154.35,,70.153706,70.203724,0.050018,,-0.118215,0.168233,,0.286448
8058,70.203724,104.69.154.35,192.168.43.73,,70.203724,70.371957,0.168233,,0.069916,0.098317,,0.028401
8059,70.371957,192.168.43.73,13.107.42.23,,70.371957,70.470274,0.098317,,0.039799,0.058518,,0.018719
8060,70.470274,13.107.42.23,192.168.43.73,,70.470274,70.528792,0.058518,,0.03135,0.027168,,-0.004182
8061,70.528792,192.168.43.73,13.107.21.200,,70.528792,70.55596,0.027168,,0.027168,0,,-0.027168
8062,70.55596,192.168.43.73,204.79.197.200,,70.55596,70.55596,0,,-0.022534,0.022534,,0.045068
8063,70.55596,192.168.43.73,20.189.124.38,,70.55596,70.578494,0.022534,,-0.043449,0.065983,,0.109432
8064,70.578494,13.107.21.200,192.168.43.73,,70.578494,70.644477,0.065983,,0.065983,0,,-0.065983
8065,70.644477,20.189.124.38,192.168.43.73,,70.644477,70.644477,0,,-0.274189,0.274189,,0.548378
8066,70.644477,204.79.197.200,192.168.43.73,,70.644477,70.918666,0.274189,,0.221221,0.052968,,-0.168253
8067,70.918666,192.168.43.73,40.81.31.55,,70.918666,70.971634,0.052968,,-0.000685,0.053653,,0.054338
8068,70.971634,40.81.31.55,192.168.43.73,,70.971634,71.025287,0.053653,,-0.007441,0.061094,,0.068535
8069,71.025287,192.168.43.73,52.139.250.253,,71.025287,71.086381,0.061094,,-0.190739,0.251833,,0.442572
8070,71.086381,52.139.250.253,192.168.43.73,,71.086381,71.338214,0.251833,,0.182827,0.069006,,-0.113821
8071,71.338214,192.168.43.73,13.88.28.53,,71.338214,71.40722,0.069006,,-0.661998,0.731004,,1.393002
8072,71.40722,13.88.28.53,192.168.43.73,,71.40722,72.138224,0.731004,,0.667285,0.063719,,-0.603566
8073,72.138224,192.168.43.73,54.225.227.202,,72.138224,72.201943,0.063719,,0.021674,0.042045,,0.020371
8074,72.201943,192.168.43.73,204.79.197.203,,72.201943,72.243988,0.042045,,0.034352,0.007693,,-0.026659
8075,72.243988,204.79.197.203,192.168.43.73,,72.243988,72.251681,0.007693,,-0.86703,0.874723,,1.741753
8076,72.251681,54.225.227.202,192.168.43.73,,72.251681,73.126404,0.874723,,0.817527,0.057196,,-0.760331
8213,73.126404,192.168.43.73,40.90.23.247,,73.126404,73.1836,0.057196,,0.037159,0.020037,,-0.017122
8218,73.1836,192.168.43.73,20.184.57.167,,73.1836,73.203637,0.020037,,-0.0194,0.039437,,0.058837
8219,73.203637,40.90.23.247,192.168.43.73,,73.203637,73.243074,0.039437,,0.014009,0.025428,,0.011419
8220,73.243074,20.184.57.167,192.168.43.73,,73.243074,73.268502,0.025428,,0.005413,0.020015,,0.014602
8221,73.268502,192.168.43.73,34.237.179.253,,73.268502,73.288517,0.020015,,-0.014642,0.034657,,0.049299
8222,73.288517,192.168.43.73,54.225.121.9,,73.288517,73.323174,0.034657,,0.006903,0.027754,,0.020851
8223,73.323174,34.237.179.253,192.168.43.73,,73.323174,73.350928,0.027754,,-0.525008,0.552762,,1.07777
8224,73.350928,54.225.121.9,192.168.43.73,,73.350928,73.90369,0.552762,,0.368473,0.184289,,-0.184184
8227,73.90369,192.168.43.73,74.125.24.156,,73.90369,74.087979,0.184289,,-1.547769,1.732058,,3.279827
8228,74.087979,74.125.24.156,192.168.43.73,,74.087979,75.820037,1.732058,,1.518419,0.213639,,-1.30478
8229,75.820037,192.168.43.73,74.125.200.148,,75.820037,76.033676,0.213639,,-1.801145,2.014784,,3.815929
8230,76.033676,74.125.200.148,192.168.43.73,,76.033676,78.04846,2.014784,,2.014784,0,,-2.014784
8243,78.04846,192.168.43.73,167.71.199.22,,78.04846,78.04846,0,,0,0,,0
8244,78.04846,192.168.43.73,167.71.200.128,,78.04846,78.04846,0,,-0.053411,0.053411,,0.106822
8245,78.04846,192.168.43.73,68.183.180.131,,78.04846,78.101871,0.053411,,0.053411,0,,-0.053411
8246,78.101871,167.71.199.22,192.168.43.73,,78.101871,78.101871,0,,0,0,,0
8247,78.101871,68.183.180.131,192.168.43.73,,78.101871,78.101871,0,,-0.44684,0.44684,,0.89368
8248,78.101871,167.71.200.128,192.168.43.73,,78.101871,78.548711,0.44684,,0.387482,0.059358,,-0.328124
8249,78.548711,192.168.43.73,161.35.50.91,,78.548711,78.608069,0.059358,,0.049335,0.010023,,-0.039312
8250,78.608069,192.168.43.73,192.241.244.202,,78.608069,78.618092,0.010023,,-0.015921,0.025944,,0.041865
8251,78.618092,192.168.43.73,161.35.50.90,,78.618092,78.644036,0.025944,,0.006298,0.019646,,0.013348
8252,78.644036,161.35.50.91,192.168.43.73,,78.644036,78.663682,0.019646,,0.008374,0.011272,,0.002898
8253,78.663682,192.241.244.202,192.168.43.73,,78.663682,78.674954,0.011272,,-4.862046,4.873318,,9.735364
8254,78.674954,161.35.50.90,192.168.43.73,,78.674954,83.548272,4.873318,,4.827057,0.046261,,-4.780796
8269,83.548272,192.168.43.73,204.79.197.219,,83.548272,83.594533,0.046261,,-2.387493,2.433754,,4.821247
8271,83.594533,204.79.197.219,192.168.43.73,,83.594533,86.028287,2.433754,,2.290773,0.142981,,-2.147792
8276,86.028287,192.168.43.73,114.125.16.33,,86.028287,86.171268,0.142981,,-0.194606,0.337587,,0.532193
8277,86.171268,114.125.16.33,192.168.43.73,,86.171268,86.508855,0.337587,,0.242736,0.094851,,-0.147885
8278,86.508855,192.168.43.73,40.90.23.247,,86.508855,86.603706,0.094851,,-0.18942,0.284271,,0.473691
8279,86.603706,40.90.23.247,192.168.43.73,,86.603706,86.887977,0.284271,,0.284234,3.7E-05,,-0.284197
8280,86.887977,40.90.23.247,192.168.43.73,,86.887977,86.888014,3.7E-05,,-1.676075,1.676112,,3.352187
8281,86.888014,192.168.43.73,40.90.23.247,,86.888014,88.564126,1.676112,,,,,
8284,88.564126,192.168.43.73,40.90.23.247,,88.564126,,,,,,,
,,,,,,,,,,,,
,,,,,,Total Delay ,88.564126,,,Total Jitter,,90.240058
,,,,,,Rata-rata delay,0.010690986,,,Rata rata jitter,,0.010893295
